station code,Station name,Type of water body,srcYear,srcStateName,Minimum temperature of water,Maximum temperature of water,Minimum dissolved oxygen.,Maximum dissolved oxygen.,Minimum potential of Hydrogen(Ph) values.,Maximum potential of Hydrogen(Ph) values.,Minimum conductivity required for water quality,Maximum conductivity required for water quality,Minimum biochemical oxygen demand (BOD) required for water quality,Maximum biochemical oxygen demand (BOD) required for water quality,Minimum  of Nitrate N + Nitrite N required,Maximum  of Nitrate N + Nitrite N required,Minimum  of Faecal Coliforms(coliform bacteria is associated with faecal matter) .,Maximum   of Faecal Coliforms(coliform bacteria is associated with faecal matter) .,Minimum coliform required for different water bodies,Maximum coliform required for different water bodies,YearCode,Year
3069,"SHAMEERPETLAKE,SHAMEERPET,RANGAREDDY",LAKE,2016,TELANGANA,24,32,2,5.2,6.7,8.8,328,1098,2,8,0,28.4,21,75,245,515,2016,"Calendar Year (Jan - Dec), 2016"
1343,"KANKORIALAKEATAHMEDABAD,NR.BALVATIKA",LAKE,2016,GUJARAT,25,29,4.1,11,8.9,6,2695,3708,31,76,,0.3,12,26,94,280,2016,"Calendar Year (Jan - Dec), 2016"
1344,CHANDOLALAKEATAHMEDABAD,LAKE,2016,GUJARAT,25,35,4.4,7.7,7.6,5.7,346,633,1.6,31,,0.3,9,34,70,350,2016,"Calendar Year (Jan - Dec), 2016"
1345,"AJWAHLAKEATSRISAYAJISABVAR,BARODA",LAKE,2016,GUJARAT,26,31,6.4,9.2,7.8,7.4,244,320,0.1,4.9,,0.3,2,11,4,33,2016,"Calendar Year (Jan - Dec), 2016"
1346,SURSAGARLAKEATBARODA,LAKE,2016,GUJARAT,26,31,1.2,12,7.1,5.1,2780,4380,1,18,,0.2,0,21,2,50,2016,"Calendar Year (Jan - Dec), 2016"
1972,"NALSAROVARLAKE(SANAND),DIST.AHMEDABAD",LAKE,2016,GUJARAT,26,30,5.9,10,7.4,8.4,447,7024,1.6,396,,0.6,6.8,34,25,220,2016,"Calendar Year (Jan - Dec), 2016"
1973,"BINDUSAROVAR,SIDDHPUR(DIST.PATAN)",LAKE,2016,GUJARAT,21,32,4,6.3,7.6,5.3,1192,3760,2.3,26,,0.9,4.5,21,9,180,2016,"Calendar Year (Jan - Dec), 2016"
1975,"LAKHOTATALAV,JAMNAGAR",LAKE,2016,GUJARAT,27,28,,,7.1,,720,880,3.4,6.8,,0.6,7,45,14,102,2016,"Calendar Year (Jan - Dec), 2016"
1976,NARSIMEHTATALAV-JUNAGADH,LAKE,2016,GUJARAT,20,24,5.1,8.5,7.2,7,430,1510,3.3,14,,0.7,4,70,11,90,2016,"Calendar Year (Jan - Dec), 2016"
1977,CITYLAKEOFNADIAD,LAKE,2016,GUJARAT,0,31,0.2,9.2,8.8,6.2,1149,2040,2.1,20,,0.3,4,17,21,40,2016,"Calendar Year (Jan - Dec), 2016"
1978,"RANJITNAGARTALAV(HALOL),PANCHMAHALS",LAKE,2016,GUJARAT,30,33,5.2,7.1,7.6,6.3,290,646,0.1,5.4,,0.5,0,17,2,34,2016,"Calendar Year (Jan - Dec), 2016"
2075,"DHAROIDAM,DIST.MEHSANA.",LAKE,2016,GUJARAT,27,32,5.7,8.1,7.8,7.1,154,501,0.9,4,,4,1.8,6.8,3.6,39,2016,"Calendar Year (Jan - Dec), 2016"
2076,ANKLESHWARRESERVOIRATGIDCANKLESHWARATVALIAR,LAKE,2016,GUJARAT,28,30,6.9,8.1,7.8,7.4,257,429,0.8,1.4,,0.2,11,49,23,130,2016,"Calendar Year (Jan - Dec), 2016"
2077,"MOTICHERLAKENEARKAKARPARATOMICPOWERSTATION,",LAKE,2016,GUJARAT,24,31,4.8,8,7.4,6.8,4,417,0.6,1.1,,0.2,5,542,17,542,2016,"Calendar Year (Jan - Dec), 2016"
2078,"KUWADAVALAKE,VILL.KUWADAVA,DIST.RAJKOT.",LAKE,2016,GUJARAT,25,25,6.4,6.4,7.6,6.4,1530,1530,8,8,,0.1,17,17,33,33,2016,"Calendar Year (Jan - Dec), 2016"
3197,"MACHHU-IIDAM,RAFLESHWAR,MORBI,RAJKOT",LAKE,2016,GUJARAT,24,32,6.2,7.6,7.5,7,295,788,1.3,6,,0.9,,,,,2016,"Calendar Year (Jan - Dec), 2016"
3198,"GOMTILAKE,OPP,RANCHODAJITEMPLE,DAKOR,KHEDA",LAKE,2016,GUJARAT,24,32,2,8.6,7,4.4,435,594,0.9,8.4,,3.9,11,23,33,50,2016,"Calendar Year (Jan - Dec), 2016"
3199,"HAMISARTALAV,BHUJ",LAKE,2016,GUJARAT,25,31,5.2,6.4,7.2,5.6,433,1008,1.6,4.6,,4.7,2,8.2,3.6,9.3,2016,"Calendar Year (Jan - Dec), 2016"
3200,MOONSARLAKEOFVIRAMGAM,LAKE,2016,GUJARAT,26,30,4.9,7.4,8.3,5.6,4930,6408,24,194,,0.5,11,26,43,150,2016,"Calendar Year (Jan - Dec), 2016"
3201,"MALAVTALAV,DHOLKA",LAKE,2016,GUJARAT,26,33,2.9,7.8,8.9,5.5,2810,3497,2.8,36,,4,2,45,25,94,2016,"Calendar Year (Jan - Dec), 2016"
3202,VHERAIMATATALAVATANAND,LAKE,2016,GUJARAT,21,29,2,7.5,7,3.6,448,3080,1.9,68,,0.3,4,17,17,34,2016,"Calendar Year (Jan - Dec), 2016"
1979,"OLPAD,VILLAGEPOND:OLPAD,SURAT",POND,2016,GUJARAT,27,31,4.5,8.3,7.3,6.3,375,1063,0.9,1.6,,0.2,32,345,33,426,2016,"Calendar Year (Jan - Dec), 2016"
2079,"DHUDHIATALAVATNAVSARI,DIST.NAVSARI.",POND,2016,GUJARAT,24,32,5.2,8,7.4,6.6,219,874,1,1.7,,0.3,2,540,2,542,2016,"Calendar Year (Jan - Dec), 2016"
1971,THOLTANK(KALOL)(DIST.MEHASANA),TANK,2016,GUJARAT,26,32,5.2,8.2,7.5,6.5,205,2701,6,136,,8.2,4,94,17,110,2016,"Calendar Year (Jan - Dec), 2016"
2740,"MANSARLAKE,NearShamshanGhat/ResidentialArea",LAKE,2016,JAMMU&KASHMIR,14,22,6.3,7.6,7.3,8.1,132,161,10,18,0.2,1.4,,,,,2016,"Calendar Year (Jan - Dec), 2016"
2739,"MANSARLAKE,PointofDischargeofWastewaterfromDifferent,Establishment",LAKE,2016,JAMMU&KASHMIR,13,24,6.5,7.4,7.2,8.1,145,275,5.3,10,0.1,0.7,,,,,2016,"Calendar Year (Jan - Dec), 2016"
2738,MidpointMansarLake,LAKE,2016,JAMMU&KASHMIR,13,24,7.3,8.7,7.5,8.1,142,250,2.9,7,0.1,0.7,,,,,2016,"Calendar Year (Jan - Dec), 2016"
2650,KHAZIARLAKE,LAKE,2016,HIMACHALPRADESH,11,22,5.8,7.4,6.6,8,54,150,1,90,0,0.3,17,170,500,1600,2016,"Calendar Year (Jan - Dec), 2016"
